1.215613e+02,2.221187e+02,3.226761e+02,6.019373e-07,-4.415794e-04,1.354831e-01,0.000000e+00
1.215613e+02,2.221187e+02,3.226761e+02,6.019373e-07,-4.415794e-04,1.354831e-01,0.000000e+00
1.215613e+02,2.221187e+02,3.226761e+02,6.019373e-07,-4.415794e-04,1.354831e-01,0.000000e+00
1.215613e+02,2.221187e+02,3.226761e+02,6.019373e-07,-4.415794e-04,1.354831e-01,0.000000e+00
1.215613e+02,2.221187e+02,3.226761e+02,6.019373e-07,-4.415794e-04,1.354831e-01,0.000000e+00
1.215613e+02,2.221187e+02,3.226761e+02,6.019373e-07,-4.415794e-04,1.354831e-01,0.000000e+00
1.215613e+02,2.221187e+02,3.226761e+02,6.019373e-07,-4.415794e-04,1.354831e-01,0.000000e+00
1.215613e+02,2.221187e+02,3.226761e+02,6.019373e-07,-4.415794e-04,1.354831e-01,0.000000e+00
1.215613e+02,2.221187e+02,3.226761e+02,6.019373e-07,-4.415794e-04,1.354831e-01,0.000000e+00
1.215613e+02,2.221187e+02,3.226761e+02,6.019373e-07,-4.415794e-04,1.354831e-01,0.000000e+00
