2.282483e+02,3.004075e+02,3.725666e+02,2.503407e-07,-2.500662e-04,1.102257e-01,0.000000e+00
2.282483e+02,3.004075e+02,3.725666e+02,2.503407e-07,-2.500662e-04,1.102257e-01,0.000000e+00
2.282483e+02,3.004075e+02,3.725666e+02,2.503407e-07,-2.500662e-04,1.102257e-01,0.000000e+00
2.282483e+02,3.004075e+02,3.725666e+02,2.503407e-07,-2.500662e-04,1.102257e-01,0.000000e+00
2.282483e+02,3.004075e+02,3.725666e+02,2.503407e-07,-2.500662e-04,1.102257e-01,0.000000e+00
2.282483e+02,3.004075e+02,3.725666e+02,2.503407e-07,-2.500662e-04,1.102257e-01,0.000000e+00
2.282483e+02,3.004075e+02,3.725666e+02,2.503407e-07,-2.500662e-04,1.102257e-01,0.000000e+00
2.282483e+02,3.004075e+02,3.725666e+02,2.503407e-07,-2.500662e-04,1.102257e-01,0.000000e+00
2.282483e+02,3.004075e+02,3.725666e+02,2.503407e-07,-2.500662e-04,1.102257e-01,0.000000e+00
2.282483e+02,3.004075e+02,3.725666e+02,2.503407e-07,-2.500662e-04,1.102257e-01,0.000000e+00
